class,family,genus,species,spanish_name,english_name
Magnoliopsida,Fabaceae,Vicia,ervilia,Yero,Bitter vetch
Magnoliopsida,Fabaceae,Vicia,faba,Haba,Broad bean
Magnoliopsida,Fabaceae,Vicia,hirsuta,,Hairy tare
Magnoliopsida,Fabaceae,Vicia,lens,,
Magnoliopsida,Fabaceae,Vicia,lutea,,Yellow vetch
Magnoliopsida,Fabaceae,Vicia,monantha,,
Magnoliopsida,Fabaceae,Vicia,narbonensis,Alverjón,Narbonne vetch
Magnoliopsida,Fabaceae,Vicia,pannonica,,Hungarian vetch
Magnoliopsida,Fabaceae,Vicia,parviflora,,Slender tare
Magnoliopsida,Fabaceae,Vicia,peregrina,,
Magnoliopsida,Fabaceae,Vicia,sativa,Veza,Common vetch
Magnoliopsida,Fabaceae,Vicia,sepium,Arveja silvestre,Bush vetch
Magnoliopsida,Fabaceae,Vicia,sylvatica,Arveja silvestre de bosque,Wood vetch
Magnoliopsida,Fabaceae,Vicia,tenuissima,,
Magnoliopsida,Fabaceae,Vicia,tetrasperma,,Smooth tare
Magnoliopsida,Fabaceae,Vicia,villose,,Hairy vetch
Magnoliopsida,Fagaceae,Castanea,sativa,Castaño,Sweet chestnut
Magnoliopsida,Fagaceae,Fagus,sylvatica,Haya,Beech
Magnoliopsida,Fagaceae,Quercus,canariensis,,Algerian oak
Magnoliopsida,Fagaceae,Quercus,coccifera,Coscoja,Kermes oak
Magnoliopsida,Fagaceae,Quercus,faginae,,
Magnoliopsida,Fagaceae,Quercus,faginea,Quejigo,Portuguese oak
Magnoliopsida,Fagaceae,Quercus,frainetto,,Hungarian oak
Magnoliopsida,Fagaceae,Quercus,ilex,Encina,Holm oak
Magnoliopsida,Fagaceae,Quercus,petraea,Roble albar,Sessile oak
Magnoliopsida,Fagaceae,Quercus,pubescens,Roble pubescente,Downy oak
Magnoliopsida,Fagaceae,Quercus,pyrenaica,Rebollo,Pyrenean oak
Magnoliopsida,Fagaceae,Quercus,robur,Roble,Pedunculate oak
Magnoliopsida,Fagaceae,Quercus,suber,Alcornoque,Cork oak
Magnoliopsida,Gentianaceae,Blackstonia,perfoliata,Centaura amarilla,Yellow-wort
Magnoliopsida,Gentianaceae,Centaurium,erythraea,Centaura roja,Common centaury
Magnoliopsida,Gentianaceae,Centaurium,littorale,,
Magnoliopsida,Gentianaceae,Centaurium,pulchellum,,Slender centaury
Magnoliopsida,Gentianaceae,Centaurium,tenuiflorum,,
Magnoliopsida,Gentianaceae,Gentiana,acaulis,Genciana acaule,Stemless gentian
Magnoliopsida,Gentianaceae,Gentiana,cruciata,,Cross gentian
Magnoliopsida,Gentianaceae,Gentiana,nivalis,,Snow gentian
Magnoliopsida,Gentianaceae,Gentiana,pneumonanthe,Genciana de pantano,Marsh gentian
Magnoliopsida,Gentianaceae,Gentiana,verna,Genciana de primavera,Spring gentian
Magnoliopsida,Geraniaceae,Erodium,cicutarium,Aguja de pastor,Common stork's-bill
Magnoliopsida,Geraniaceae,Erodium,malacoides,Alfilerillo,Mallow-leaved stork's bill
Magnoliopsida,Geraniaceae,Erodium,moschatum,Aguja almizclada,Musky stork's-bill
Magnoliopsida,Geraniaceae,Geranium,columbinum,,Long-stalked crane's-bill
Magnoliopsida,Geraniaceae,Geranium,dissectum,,Cut-leaved crane's-bill
Magnoliopsida,Geraniaceae,Geranium,endressii,,
Magnoliopsida,Geraniaceae,Geranium,lucidum,Geranio lustroso,Shining crane's-bill
Magnoliopsida,Geraniaceae,Geranium,molle,Geranio blando,Dove's-foot crane's-bill
Magnoliopsida,Geraniaceae,Geranium,palustre,,Marsh crane's-bill
Magnoliopsida,Geraniaceae,Geranium,phaeum,Geranio de bosque,Dusky crane's-bill
Magnoliopsida,Geraniaceae,Geranium,pratense,Geranio de prado,Meadow crane's-bill
Magnoliopsida,Geraniaceae,Geranium,pyrenaicum,Geranio pirenaico,
Magnoliopsida,Geraniaceae,Geranium,robertianum,Hierba de San Roberto,Herb Robert
Magnoliopsida,Geraniaceae,Geranium,sanguineum,Geranio sanguíneo,Bloody crane's-bill
Magnoliopsida,Geraniaceae,Geranium,sylvaticum,Geranio de bosque,Wood crane's-bill
Magnoliopsida,Geraniaceae,Geranium,versicolor,,
Magnoliopsida,Grossulariaceae,Ribes,alpinum,Grosellero alpino,Mountain currant
Magnoliopsida,Grossulariaceae,Ribes,petraeum,,Rock redcurrant
Magnoliopsida,Grossulariaceae,Ribes,rubrum,Grosellero rojo,Red currant
Magnoliopsida,Grossulariaceae,Ribes,uva-crispa,Grosellero espinoso,Gooseberry
Magnoliopsida,Hydrangeaceae,Philadelphus,coronarius,Celinda,Mock orange
Liliopsida,Hydrocharitaceae,Stratiotes,spicans,,
Magnoliopsida,Hypericaceae,Hypericum,androsaemum,Todabuena,Tutsan
Magnoliopsida,Hypericaceae,Hypericum,calycinum,,Rose of Sharon
Magnoliopsida,Hypericaceae,Hypericum,ericades,,
Magnoliopsida,Hypericaceae,Hypericum,hircinum,,
Magnoliopsida,Hypericaceae,Hypericum,humifusum,,Trailing St John's wort
Magnoliopsida,Hypericaceae,Hypericum,maculatum,,Imperforate St John's wort
Magnoliopsida,Hypericaceae,Hypericum,nummularium,,
Magnoliopsida,Hypericaceae,Hypericum,orientale,,
Magnoliopsida,Hypericaceae,Hypericum,perforatum,Hierba de San Juan,St John's wort
Magnoliopsida,Hypericaceae,Hypericum,richeri,,
Magnoliopsida,Hypericaceae,Hypericum,tetrapterum,,Square-stalked St John's wort
Liliopsida,Iridaceae,Crocus,vernus,Azafrán de primavera,Spring crocus
Liliopsida,Iridaceae,Gladiolus,byzantinus,Espadaña,Byzantine gladiolus
Liliopsida,Iridaceae,Gladiolus,italicus,Espadaña,Field gladiolus
Liliopsida,Iridaceae,Iris,foetidissima,Lirio fétido,Stinking iris
Liliopsida,Iridaceae,Iris,germanica,Lirio,German iris
Liliopsida,Iridaceae,Iris,graminea,Lirio gramíneo,Grass-leaved iris
Liliopsida,Iridaceae,Iris,pseudacorus,Lirio amarillo,Yellow iris
Liliopsida,Iridaceae,Iris,sibirica,Lirio de Siberia,Siberian iris
Liliopsida,Iridaceae,Iris,sylvestris,,
Magnoliopsida,Juglandaceae,Juglans,regia,Nogal,Walnut
Liliopsida,Juncaceae,Juncus,acutiflorus,,Sharp-flowered rush
Liliopsida,Juncaceae,Juncus,articulatus,Junco articulado,Jointed rush
Liliopsida,Juncaceae,Juncus,bufonius,Junco de sapillo,Toad rush
Liliopsida,Juncaceae,Juncus,compressus,,Round-fruited rush
Liliopsida,Juncaceae,Juncus,conglomeratus,,Compact rush
Liliopsida,Juncaceae,Juncus,effusus,Junco,Soft rush
Liliopsida,Juncaceae,Juncus,gerardi,,
Liliopsida,Juncaceae,Juncus,hybridus,,
Liliopsida,Juncaceae,Juncus,inflexus,,Hard rush
Liliopsida,Juncaceae,Juncus,maritimus,Junco marítimo,Sea rush
Liliopsida,Juncaceae,Juncus,squarrosus,,Heath rush
Liliopsida,Juncaceae,Luzula,campestris,,Field woodrush
Liliopsida,Juncaceae,Luzula,desvauxii,,
Liliopsida,Juncaceae,Luzula,forsteri,,
Liliopsida,Juncaceae,Luzula,luzuloides,,
Liliopsida,Juncaceae,Luzula,nivea,,Snow woodrush
Liliopsida,Juncaceae,Luzula,pedemontana,,
Liliopsida,Juncaceae,Luzula,pilosa,,Hairy woodrush
Liliopsida,Juncaceae,Luzula,spicata,,Spiked woodrush
Liliopsida,Juncaceae,Luzula,sylvatica,Luzula,Great woodrush
Liliopsida,Juncaginaceae,Triglochin,maritima,Triglochin marítimo,Sea arrowgrass
Liliopsida,Juncaginaceae,Triglochin,palustris,,Marsh arrowgrass
Magnoliopsida,Lamiaceae,Ajuga,chamaepitys,Pinillo,Ground pine
Magnoliopsida,Lamiaceae,Ajuga,genevensis,Ajuga de Ginebra,Geneva bugle
Magnoliopsida,Lamiaceae,Ajuga,reptans,Consuelda media,Bugle
Magnoliopsida,Lamiaceae,Ballota,frutescens,,
Magnoliopsida,Lamiaceae,Ballota,nigra,Marrubio negro,Black horehound
Magnoliopsida,Lamiaceae,Ballota,spinosa,,
Magnoliopsida,Lamiaceae,Calamintha,nepeta,Calamento,Lesser calamint
Magnoliopsida,Lamiaceae,Clinopodium,alpinum,,
Magnoliopsida,Lamiaceae,Clinopodium,grandiflorum,,
Magnoliopsida,Lamiaceae,Clinopodium,nepeta,Nébeda,Lesser calamint
Magnoliopsida,Lamiaceae,Clinopodium,thymifolium,,
Magnoliopsida,Lamiaceae,Clinopodium,vulgare,Clinopodio,Wild basil
Magnoliopsida,Lamiaceae,Dracocephalum,austriacum,,
Magnoliopsida,Lamiaceae,Dracocephalum,ruyschiana,,
Magnoliopsida,Lamiaceae,Glechoma,hederacea,Hiedra terrestre,Ground ivy
Magnoliopsida,Lamiaceae,Hyssopus,officinalis,Hisopo,Hyssop
Magnoliopsida,Lamiaceae,Lamium,album,Ortiga blanca,White dead-nettle
Magnoliopsida,Lamiaceae,Lamium,amplexicaule,Ortiga mayor,Henbit dead-nettle
Magnoliopsida,Lamiaceae,Lamium,bifidum,,
Magnoliopsida,Lamiaceae,Lamium,garganicum,,
Magnoliopsida,Lamiaceae,Lamium,galeobdolon,Ortiga amarilla,Yellow archangel
Magnoliopsida,Lamiaceae,Lamium,maculatum,Ortiga manchada,Spotted dead-nettle
Magnoliopsida,Lamiaceae,Lamium,orvala,,
Magnoliopsida,Lamiaceae,Lamium,purpureum,Ortiga roja,Red dead-nettle
Magnoliopsida,Lamiaceae,Lavandula,angustifolia,Lavanda,Lavender
Magnoliopsida,Lamiaceae,Lavandula,dentata,Lavanda dentada,
Magnoliopsida,Lamiaceae,Lavandula,latifolia,Lavanda de hoja ancha,
Magnoliopsida,Lamiaceae,Lavandula,pedunculata,Cantueso,
Magnoliopsida,Lamiaceae,Lavandula,stoechas,Cantueso,French lavender
Magnoliopsida,Lamiaceae,Leonurus,cardiaca,Agripalma,Motherwort
Magnoliopsida,Lamiaceae,Lycopus,europaeus,Marrubio acuático,Gypsywort
Magnoliopsida,Lamiaceae,Marrubium,vulgare,Marrubio,White horehound
Magnoliopsida,Lamiaceae,Marubium,incanum,,
Magnoliopsida,Lamiaceae,Marubium,peregrinum,,
Magnoliopsida,Lamiaceae,Marubium,supinum,,
Magnoliopsida,Lamiaceae,Melissa,officinalis,Melisa,Lemon balm
Magnoliopsida,Lamiaceae,Mentha,aquatica,Menta acuática,Water mint
Magnoliopsida,Lamiaceae,Mentha,longifolia,Menta silvestre,Horse mint
Magnoliopsida,Lamiaceae,Mentha,piperita,Menta piperita,Peppermint
Magnoliopsida,Lamiaceae,Mentha,pulegium,Poleo,Pennyroyal
Magnoliopsida,Lamiaceae,Mentha,spicata,Hierbabuena,Spearmint
Magnoliopsida,Lamiaceae,Mentha,suaveolens,Menta de burro,Apple mint
Magnoliopsida,Lamiaceae,Nepeta,cataria,Hierba de los gatos,Catnip
Magnoliopsida,Lamiaceae,Nepeta,nepetella,,
Magnoliopsida,Lamiaceae,Nepeta,nuda,,
Magnoliopsida,Lamiaceae,Nepeta,tuberosa,,
Magnoliopsida,Lamiaceae,Origanum,calcareum,,
Magnoliopsida,Lamiaceae,Origanum,onites,,
Magnoliopsida,Lamiaceae,Origanum,vulgare,Orégano,Marjoram
Magnoliopsida,Lamiaceae,Prunella,grandiflora,Prunela grande,Large self-heal
Magnoliopsida,Lamiaceae,Prunella,laciniata,,
Magnoliopsida,Lamiaceae,Prunella,vulgaris,Brunela,Self-heal
Magnoliopsida,Lamiaceae,Rosmarinus,officinalis,Romero,Rosemary
Magnoliopsida,Lamiaceae,Salvia,aethiopis,,
Magnoliopsida,Lamiaceae,Salvia,argentea,Salvia plateada,Silver sage
Magnoliopsida,Lamiaceae,Salvia,candelabrum,,
Magnoliopsida,Lamiaceae,Salvia,glutinosa,Salvia pegajosa,Sticky sage
Magnoliopsida,Lamiaceae,Salvia,lavandulifolia,Salvia,Spanish sage
Magnoliopsida,Lamiaceae,Salvia,nemorosa,,
Magnoliopsida,Lamiaceae,Salvia,officinalis,Salvia,Sage
Magnoliopsida,Lamiaceae,Salvia,pratensis,Salvia de prado,Meadow clary
Magnoliopsida,Lamiaceae,Salvia,rosmarinus,Romero,Rosemary
Magnoliopsida,Lamiaceae,Salvia,sclarea,Amaro,Clary sage
Magnoliopsida,Lamiaceae,Salvia,taraxacifolia,,
Magnoliopsida,Lamiaceae,Salvia,verbenacea,Gallocresta,Wild clary
Magnoliopsida,Lamiaceae,Salvia,verticillata,,Whorled sage
Magnoliopsida,Lamiaceae,Salvia,viridis,,
Magnoliopsida,Lamiaceae,Satureja,cuneifolia,,
Magnoliopsida,Lamiaceae,Satureja,hortensis,Ajedrea,Summer savory
Magnoliopsida,Lamiaceae,Satureja,montana,Ajedrea de montaña,Winter savory
Magnoliopsida,Lamiaceae,Scutellaria,alpina,,Alpine skullcap
Magnoliopsida,Lamiaceae,Scutellaria,galericulata,,Skullcap
Magnoliopsida,Lamiaceae,Scutellaria,orientalis,,
Magnoliopsida,Lamiaceae,Sideritis,frutescens,,
Magnoliopsida,Lamiaceae,Sideritis,hirsuta,,
Magnoliopsida,Lamiaceae,Sideritis,pungens,,
Magnoliopsida,Lamiaceae,Sideritis,syriaca,Té de montaña,
Magnoliopsida,Lamiaceae,Stachys,alopecuros,,
Magnoliopsida,Lamiaceae,Stachys,annua,,Annual woundwort
Magnoliopsida,Lamiaceae,Stachys,arvensis,,Field woundwort
Magnoliopsida,Lamiaceae,Stachys,byzantina,Oreja de cordero,Lamb's ear
Magnoliopsida,Lamiaceae,Stachys,cretica,,
Magnoliopsida,Lamiaceae,Stachys,germanica,Betónica germánica,Downy woundwort
Magnoliopsida,Lamiaceae,Stachys,glutinosa,,
Magnoliopsida,Lamiaceae,Stachys,montana,Betónica de montaña,
Magnoliopsida,Lamiaceae,Stachys,officinalis,Betónica,Betony
Magnoliopsida,Lamiaceae,Stachys,palustris,Estaquiada de pantano,Marsh woundwort
Magnoliopsida,Lamiaceae,Stachys,recta,,
Magnoliopsida,Lamiaceae,Stachys,rosea,,
Magnoliopsida,Lamiaceae,Stachys,sylvatica,Betónica de bosque,Hedge woundwort
Magnoliopsida,Lamiaceae,Teucrium,arduini,,
Magnoliopsida,Lamiaceae,Teucrium,aureum,,
Magnoliopsida,Lamiaceae,Teucrium,botrys,,
Magnoliopsida,Lamiaceae,Teucrium,capitatum,Ajuga de montaña,
Magnoliopsida,Lamiaceae,Teucrium,chamaedrys,Camedrio,Wall germander
Magnoliopsida,Lamiaceae,Teucrium,flavum,,
Magnoliopsida,Lamiaceae,Teucrium,fruticans,Matagallo,Tree germander
Magnoliopsida,Lamiaceae,Teucrium,montanum,Zamarrilla,Mountain germander
Magnoliopsida,Lamiaceae,Teucrium,polium,Zamarrilla,Felty germander
Magnoliopsida,Lamiaceae,Teucrium,scordium,Escordio,Water germander
Magnoliopsida,Lamiaceae,Thymus,alpestris,,
Magnoliopsida,Lamiaceae,Thymus,camphoratus,,
Magnoliopsida,Lamiaceae,Thymus,mastichina,Mejorana,
Magnoliopsida,Lamiaceae,Thymus,polytrichus,,Wild thyme
Magnoliopsida,Lamiaceae,Thymus,praecox,,
Magnoliopsida,Lamiaceae,Thymus,pulegioides,,Large thyme
Magnoliopsida,Lamiaceae,Thymus,serpyllum,Serpol,Wild thyme
Magnoliopsida,Lamiaceae,Thymus,vulgaris,Tomillo,Thyme
Magnoliopsida,Lamiaceae,Vitex,agnus-castus,Sauzgatillo,Chaste tree
Magnoliopsida,Lauraceae,Laurus,nobilis,Laurel,Bay laurel
Liliopsida,Liliaceae,Fritillaria,meleagris,Fritilaria,Snake's head fritillary
Liliopsida,Liliaceae,Fritillaria,pyrenaica,Fritilaria pirenaica,Pyrenean fritillary
Liliopsida,Liliaceae,Fritillaria,tubiformis,,
Liliopsida,Liliaceae,Lilium,bulbiferum,,Orange lily
Liliopsida,Liliaceae,Lilium,candidum,Azucena,Madonna lily
Liliopsida,Liliaceae,Lilium,martagon,Lirio de monte,Martagon lily
Magnoliopsida,Linaceae,Linum,alpinum,,
Magnoliopsida,Linaceae,Linum,austriacum,,
Magnoliopsida,Linaceae,Linum,flavum,Lino amarillo,
Magnoliopsida,Linaceae,Linum,maritense,,
Magnoliopsida,Linaceae,Linum,narbonense,,
Magnoliopsida,Linaceae,Linum,perenne,Lino perenne,Perennial flax
Magnoliopsida,Linaceae,Linum,suffruticosum,,
Magnoliopsida,Linaceae,Linum,tenuifolium,,
Magnoliopsida,Linaceae,Linum,usitatissimum,Lino,Flax
Lycopodiopsida,Lycopodiaceae,Lycopodium,annotinum,Licopodio,Interrupted clubmoss
Magnoliopsida,Lythraceae,Lythrum,hyssopifolia,,Grass-poly
Magnoliopsida,Lythraceae,Lythrum,salicaria,Salicaria,Purple loosestrife
Magnoliopsida,Malvaceae,Abelmoschus,esculentus,Okra / Quingombó,Okra / Lady's finger
Magnoliopsida,Malvaceae,Abutilon,theophrasti,Abutilon,Velvetleaf
Magnoliopsida,Malvaceae,Alcea,rosea,Malva real,Hollyhock
Magnoliopsida,Malvaceae,Alcea,setosa,,
Magnoliopsida,Malvaceae,Althaea,cannabina,Altea cañamera,
Magnoliopsida,Malvaceae,Althaea,hirsuta,Altea hirsuta,Rough marsh mallow
Magnoliopsida,Malvaceae,Althaea,officinalis,Malvavisco,Marsh mallow
Magnoliopsida,Malvaceae,Gossypium,herbaceum,Algodón,Cotton
Magnoliopsida,Malvaceae,Malva,arborea,,Tree mallow
Magnoliopsida,Malvaceae,Malva,domestica,,
Magnoliopsida,Malvaceae,Malva,moschata,Malva almizclada,Musk mallow
Magnoliopsida,Malvaceae,Malva,neglecta,,Dwarf mallow
Magnoliopsida,Malvaceae,Malva,officinalis,Malva,Common mallow
Magnoliopsida,Malvaceae,Malva,parviflora,,
Magnoliopsida,Malvaceae,Malva,sylvestris,Malva silvestre,Common mallow
Magnoliopsida,Malvaceae,Malva,subovata,,
Magnoliopsida,Malvaceae,Malva,trimestris,,Royal mallow
Magnoliopsida,Malvaceae,Tilia,cordata,Tilo,Small-leaved lime
Magnoliopsida,Malvaceae,Tilia,platyphyllos,Tilo de hoja grande,Large-leaved lime
Magnoliopsida,Malvaceae,Tilia,tomentosa,Tilo plateado,Silver lime
Magnoliopsida,Malvaceae,Tilia,candida,,
Magnoliopsida,Menyanthaceae,Menyanthes,trifoliata,Trébol de agua,Bogbean
Magnoliopsida,Moraceae,Ficus,carica,Higuera,Fig
Magnoliopsida,Moraceae,Morus,alba,Morera,White mulberry
Magnoliopsida,Moraceae,Morus,nigra,Moral negro,Black mulberry
Magnoliopsida,Myrtaceae,Myrtus,communis,Mirto / Arrayán,Myrtle
Magnoliopsida,Nymphaeaceae,Nuphar,pumila,,Least yellow water lily
Magnoliopsida,Nymphaeaceae,Nymphaea,alba,Nenúfar blanco,White water lily
Magnoliopsida,Oleaceae,Forsythia,europaea,Forsitia,Forsythia
Magnoliopsida,Oleaceae,Fraxinus,angustifolia,Fresno ibérico,Narrow-leaved ash
Magnoliopsida,Oleaceae,Fraxinus,excelsior,Fresno común,Common ash
Magnoliopsida,Oleaceae,Fraxinus,ornus,Fresno de flor,Manna ash
Magnoliopsida,Oleaceae,Fraxinus,oxycarpa,,
Magnoliopsida,Oleaceae,Jasminum,fruticans,Jazmín silvestre,Wild jasmine
Magnoliopsida,Oleaceae,Ligustrum,lucidum,,Shining privet
Magnoliopsida,Oleaceae,Ligustrum,vulgare,Aligustre,Wild privet
Magnoliopsida,Oleaceae,Olea,europaea,Olivo,Olive
Magnoliopsida,Onagraceae,Epilobium,angustifolium,Adelfilla,Rosebay willowherb
Magnoliopsida,Onagraceae,Epilobium,hirsutum,Adelfilla hirsuta,Great willowherb
Magnoliopsida,Onagraceae,Epilobium,montanum,,Broad-leaved willowherb
Magnoliopsida,Onagraceae,Epilobium,palustre,,Marsh willowherb
Magnoliopsida,Onagraceae,Epilobium,parviflorum,,Hoary willowherb
Liliopsida,Orchidaceae,Dactylorhiza,maculata,Orquídea moteada,Heath spotted orchid
Liliopsida,Orchidaceae,Epipactis,atrorubens,,Dark red helleborine
Liliopsida,Orchidaceae,Epipactis,helleborine,Epipactis,Broad-leaved helleborine
Liliopsida,Orchidaceae,Ophrys,apifera,Abejera,Bee orchid
Liliopsida,Orchidaceae,Ophrys,fuciflora,,Late spider orchid
Liliopsida,Orchidaceae,Ophrys,insectifera,Mosca,Fly orchid
Liliopsida,Orchidaceae,Ophrys,scolopax,,Woodcock orchid
Liliopsida,Orchidaceae,Ophrys,speculum,Espejito,Mirror orchid
Liliopsida,Orchidaceae,Ophrys,sphegodes,,Early spider orchid
Liliopsida,Orchidaceae,Ophrys,tenthredinifera,,
Magnoliopsida,Orobanchaceae,Lathraea,squamaria,Latrea,Toothwort
Magnoliopsida,Orobanchaceae,Orobanche,caryophyllacea,,Clove-scented broomrape
Magnoliopsida,Orobanchaceae,Orobanche,minor,,Common broomrape
Magnoliopsida,Orobanchaceae,Orobanche,pyrenaicus,,
Magnoliopsida,Orobanchaceae,Pedicularis,tuberosa,,
Magnoliopsida,Orobanchaceae,Pediculus,procera,,
Magnoliopsida,Orobanchaceae,Rhinanthus,minor,Rinanto menor,Yellow rattle
Magnoliopsida,Oxalidaceae,Oxalis,acetosella,Acederilla,Wood sorrel
Magnoliopsida,Oxalidaceae,Oxalis,corniculata,Acederilla menor,Procumbent yellow sorrel
Magnoliopsida,Oxalidaceae,Oxalis,glauca,,
Magnoliopsida,Oxalidaceae,Oxalis,rubra,Oxalis roja,
Magnoliopsida,Paeoniaceae,Paeonia,mascula,Peonía,Male peony
Magnoliopsida,Paeoniaceae,Paeonia,officinalis,Peonía,Common peony
Magnoliopsida,Paeoniaceae,Paeonia,peregrina,,
Magnoliopsida,Papaveraceae,Argemone,mexicana,Adormidera espinosa,Mexican poppy
Magnoliopsida,Papaveraceae,Fumaria,capreolata,Palomilla trepadora,Ramping fumitory
Magnoliopsida,Papaveraceae,Fumaria,officinalis,Fumaria,Common fumitory
Magnoliopsida,Papaveraceae,Fumaria,parviflora,,Fine-leaved fumitory
Magnoliopsida,Papaveraceae,Fumaria,procumbens,,
Magnoliopsida,Papaveraceae,Glaucium,corniculatum,Amapola corniculada,Red horned-poppy
Magnoliopsida,Papaveraceae,Glaucium,flavum,Amapola cuernos,Yellow horned-poppy
Magnoliopsida,Papaveraceae,Papaver,argemone,Amapola hueca,Prickly poppy
Magnoliopsida,Papaveraceae,Papaver,atlanticum,,
Magnoliopsida,Papaveraceae,Papaver,dubium,Ababol,Long-headed poppy
Magnoliopsida,Papaveraceae,Papaver,glaucum,,
Magnoliopsida,Papaveraceae,Papaver,hybridum,,Rough poppy
Magnoliopsida,Papaveraceae,Papaver,lateritium,,
Magnoliopsida,Papaveraceae,Papaver,monanthum,,
Magnoliopsida,Papaveraceae,Papaver,orientale,Amapola oriental,Oriental poppy
Magnoliopsida,Papaveraceae,Papaver,rhoeas,Amapola,Common poppy
Magnoliopsida,Papaveraceae,Papaver,rupifragum,Amapola de peña,
Magnoliopsida,Papaveraceae,Papaver,somniferum,Adormidera,Opium poppy
Magnoliopsida,Papaveraceae,Pseudofumaria,lutea,Fumaria amarilla,Yellow fumitory
Magnoliopsida,Pedaliaceae,Sesamum,indicum,Sésamo,Sesame
Pinopsida,Pinaceae,Abies,alba,Abeto blanco,Silver fir
Pinopsida,Pinaceae,Abies,pinsapo,Pinsapo,Spanish fir
Pinopsida,Pinaceae,Cedrus,libani,Cedro del Líbano,Cedar of Lebanon
Pinopsida,Pinaceae,Pinus,halepensis,Pino carrasco,Aleppo pine
Pinopsida,Pinaceae,Pinus,mago,,
Pinopsida,Pinaceae,Pinus,nigra,Pino negro,Black pine
Pinopsida,Pinaceae,Pinus,pinaster,Pino rodeno,Maritime pine
Pinopsida,Pinaceae,Pinus,pinea,Pino piñonero,Stone pine
Pinopsida,Pinaceae,Pinus,sylvestris,Pino silvestre,Scots pine
Magnoliopsida,Plantaginaceae,Asarina,procumbens,,
Magnoliopsida,Plantaginaceae,Callitriche,stagnalis,,Common water-starwort
Magnoliopsida,Plantaginaceae,Chaenorhinum,origanifolium,,
Magnoliopsida,Plantaginaceae,Chaenorhinum,rubrifolium,,
Magnoliopsida,Plantaginaceae,Cymbalaria,muralis,Glarieta,Ivy-leaved toadflax
Magnoliopsida,Plantaginaceae,Digitalis,ferruginea,Dedalera herrumbrosa,Rusty foxglove
Magnoliopsida,Plantaginaceae,Digitalis,grandiflora,Dedalera de flor grande,Large yellow foxglove
Magnoliopsida,Plantaginaceae,Digitalis,lanata,Dedalera lanosa,Woolly foxglove
Magnoliopsida,Plantaginaceae,Digitalis,obscura,Dedalera oscura,
Magnoliopsida,Plantaginaceae,Digitalis,parviflora,,
Magnoliopsida,Plantaginaceae,Digitalis,purpurea,Dedalera,Foxglove
Magnoliopsida,Plantaginaceae,Digitalis,sanguinea,,
Magnoliopsida,Plantaginaceae,Globularia,alypum,Coronilla de fraile,
Magnoliopsida,Plantaginaceae,Globularia,bisnagarica,,
Magnoliopsida,Plantaginaceae,Globularia,vulgaris,Globularia,Globe daisy
Magnoliopsida,Plantaginaceae,Kickxia,elatine,,Sharp-leaved fluellen
Magnoliopsida,Plantaginaceae,Kickxia,spuria,,Round-leaved fluellen
Magnoliopsida,Plantaginaceae,Linaria,alpina,,Alpine toadflax
Magnoliopsida,Plantaginaceae,Linaria,repens,,Pale toadflax
Magnoliopsida,Plantaginaceae,Linaria,simplex,,
Magnoliopsida,Plantaginaceae,Linaria,triornithophora,,
Magnoliopsida,Plantaginaceae,Linaria,vulgaris,Linaria,Common toadflax
Magnoliopsida,Plantaginaceae,Micranthemum,umbrosum,,
Magnoliopsida,Plantaginaceae,Plantago,afra,,
Magnoliopsida,Plantaginaceae,Plantago,albicans,,
Magnoliopsida,Plantaginaceae,Plantago,argentea,,
Magnoliopsida,Plantaginaceae,Plantago,artera,,
Magnoliopsida,Plantaginaceae,Plantago,coronopus,Cuernecillo,Buck's-horn plantain
Magnoliopsida,Plantaginaceae,Plantago,holosteum,,
Magnoliopsida,Plantaginaceae,Plantago,laciniata,,
Magnoliopsida,Plantaginaceae,Plantago,lanceolata,Llantén menor,Ribwort plantain
Magnoliopsida,Plantaginaceae,Plantago,major,Llantén mayor,Greater plantain
Magnoliopsida,Plantaginaceae,Plantago,media,Llantén mediano,Hoary plantain
Magnoliopsida,Plantaginaceae,Plantago,montana,,
Magnoliopsida,Plantaginaceae,Plantago,nivalis,,
Magnoliopsida,Plantaginaceae,Plantago,ovata,Zaragatona,Plantain
Magnoliopsida,Plantaginaceae,Plantago,sempervirens,,
Magnoliopsida,Plantaginaceae,Veronica,agrestis,,
Magnoliopsida,Plantaginaceae,Veronica,alpina,,Alpine speedwell
Magnoliopsida,Plantaginaceae,Veronica,anagallis-aquatica,,Water speedwell
Magnoliopsida,Plantaginaceae,Veronica,arvensis,,Wall speedwell
Magnoliopsida,Plantaginaceae,Veronica,austriaca,,
Magnoliopsida,Plantaginaceae,Veronica,beccabunga,Berro de agua,Brooklime
Magnoliopsida,Plantaginaceae,Veronica,chamaedrys,Verónica,Germander speedwell
Magnoliopsida,Plantaginaceae,Veronica,fruticans,,
Magnoliopsida,Plantaginaceae,Veronica,hederifolia,Verónica de hiedra,Ivy-leaved speedwell
Magnoliopsida,Plantaginaceae,Veronica,incana,,
Magnoliopsida,Plantaginaceae,Veronica,montana,,Wood speedwell
Magnoliopsida,Plantaginaceae,Veronica,officinalis,Verónica,Heath speedwell
Magnoliopsida,Plantaginaceae,Veronica,persico,,Common field-speedwell
Magnoliopsida,Plantaginaceae,Veronica,ponae,Verónica,
