class,family,genus,species,spanish_name,english_name
Magnoliopsida,Saxifragaceae,Saxifraga,oppositifolia,Saxifraga purpúrea,Purple saxifrage
Magnoliopsida,Saxifragaceae,Saxifraga,rotundifolia,,Round-leaved saxifrage
Magnoliopsida,Saxifragaceae,Saxifraga,spathularis,,
Magnoliopsida,Saxifragaceae,Saxifraga,stellaris,,Starry saxifrage
Magnoliopsida,Saxifragaceae,Saxifraga,tridactylites,,Rue-leaved saxifrage
Magnoliopsida,Scrophulariaceae,Scrophularia,canina,,
Magnoliopsida,Scrophulariaceae,Scrophularia,nodosa,Escrofularia,Common figwort
Magnoliopsida,Scrophulariaceae,Scrophularia,peregrina,,
Magnoliopsida,Scrophulariaceae,Scrophularia,scorodonia,,
Magnoliopsida,Scrophulariaceae,Scrophularia,auriculata,,Water figwort
Magnoliopsida,Scrophulariaceae,Verbascum,blattaria,,Moth mullein
Magnoliopsida,Scrophulariaceae,Verbascum,chaixii,,
Magnoliopsida,Scrophulariaceae,Verbascum,creticum,,
Magnoliopsida,Scrophulariaceae,Verbascum,densiflorum,,Dense-flowered mullein
Magnoliopsida,Scrophulariaceae,Verbascum,lychnitis,,White mullein
Magnoliopsida,Scrophulariaceae,Verbascum,phlomoides,,Clasping mullein
Magnoliopsida,Scrophulariaceae,Verbascum,phoeniceum,,Purple mullein
Magnoliopsida,Scrophulariaceae,Verbascum,sinuatum,Gordolobo,Wavy-leaved mullein
Magnoliopsida,Scrophulariaceae,Verbascum,thapsus,Gordolobo,Great mullein
Magnoliopsida,Solanaceae,Datura,stramonium,Estramonio,Thorn apple
Magnoliopsida,Solanaceae,Hyoscyamus,niger,Beleño negro,Henbane
Magnoliopsida,Solanaceae,Mandragora,autumnalis,Mandrágora,Mandrake
Magnoliopsida,Solanaceae,Mandragora,officinarum,Mandrágora,Mandrake
Magnoliopsida,Solanaceae,Solanum,atro,,
Magnoliopsida,Solanaceae,Solanum,dulcamara,Dulcamara,Bittersweet
Magnoliopsida,Solanaceae,Solanum,luteum,,
Magnoliopsida,Solanaceae,Solanum,melongena,Berenjena,Aubergine
Magnoliopsida,Solanaceae,Solanum,nigrum,Hierba mora,Black nightshade
Magnoliopsida,Solanaceae,Solanum,villosum,,
Magnoliopsida,Solanaceae,Withania,frutescens,,
Magnoliopsida,Solanaceae,Withania,somnifera,Oroval,Ashwagandha
Pinopsida,Taxaceae,Taxus,baccata,Tejo,Yew
Magnoliopsida,Thymelaeaceae,Daphne,alpina,,Alpine daphne
Magnoliopsida,Thymelaeaceae,Daphne,gnidium,Torvisco,Flax-leaved daphne
Magnoliopsida,Thymelaeaceae,Daphne,laureola,Lauréola,Spurge laurel
Magnoliopsida,Thymelaeaceae,Daphne,mezereum,Laureola macho,Mezereon
Magnoliopsida,Thymelaeaceae,Daphne,oleoides,,
Magnoliopsida,Thymelaeaceae,Thymelaea,passarina,,
Magnoliopsida,Thymelaeaceae,Thymelaea,pubescens,,
Magnoliopsida,Thymelaeaceae,Thymelaea,lythroides,,
Liliopsida,Typhaceae,Typha,angustifolia,Anea,Lesser bulrush
Liliopsida,Typhaceae,Typha,domingensis,,
Liliopsida,Typhaceae,Typha,latifolia,Enea,Bulrush
Liliopsida,Typhaceae,Typha,minima,,Dwarf bulrush
Magnoliopsida,Ulmaceae,Ulmus,glabra,Olmo de montaña,Wych elm
Magnoliopsida,Ulmaceae,Ulmus,laevis,Olmo campestre,European white elm
Magnoliopsida,Ulmaceae,Ulmus,minor,Olmo,Small-leaved elm
Magnoliopsida,Urticaceae,Parietaria,lusitanica,,
Magnoliopsida,Urticaceae,Parietaria,officinalis,Parietaria,Eastern pellitory-of-the-wall
Magnoliopsida,Urticaceae,Urtica,dioica,Ortiga mayor,Common nettle
Magnoliopsida,Urticaceae,Urtica,pilulifera,Ortiga romana,Roman nettle
Magnoliopsida,Urticaceae,Urtica,urens,Ortiga menor,Small nettle
Magnoliopsida,Valerianaceae,Fedia,cornucopiae,Fedea,
Magnoliopsida,Valerianaceae,Valeriana,celtica,,
Magnoliopsida,Valerianaceae,Valeriana,montana,Valeriana de montaña,
Magnoliopsida,Valerianaceae,Valeriana,officinalis,Valeriana,Valerian
Magnoliopsida,Valerianaceae,Valeriana,pyrenaica,Valeriana pirenaica,
Magnoliopsida,Valerianaceae,Valeriana,supina,,
Magnoliopsida,Valerianaceae,Valeriana,tripteris,,
Magnoliopsida,Valerianaceae,Valerianella,coronata,,
Magnoliopsida,Valerianaceae,Valerianella,dentata,,
Magnoliopsida,Valerianaceae,Valerianella,locusta,Canonigos / Valerianela,Corn salad / Lamb's lettuce
Magnoliopsida,Verbenaceae,Verbena,officinalis,Verbena,Vervain
Magnoliopsida,Violaceae,Viola,alba,Violeta blanca,White violet
Magnoliopsida,Violaceae,Viola,arvensis,Violeta silvestre,Field pansy
Magnoliopsida,Violaceae,Viola,biflora,Violeta amarilla,Yellow wood violet
Magnoliopsida,Violaceae,Viola,calcarata,,
Magnoliopsida,Violaceae,Viola,canina,Violeta de perro,Heath dog-violet
Magnoliopsida,Violaceae,Viola,cenisia,,
Magnoliopsida,Violaceae,Viola,comuta,,Horned pansy
Magnoliopsida,Violaceae,Viola,elation,,
Magnoliopsida,Violaceae,Viola,hirta,Violeta hirsuta,Hairy violet
Magnoliopsida,Violaceae,Viola,kitaibeliana,,
Magnoliopsida,Violaceae,Viola,mirabilis,,
Magnoliopsida,Violaceae,Viola,odorata,Violeta,Sweet violet
Magnoliopsida,Violaceae,Viola,palustris,,Marsh violet
Magnoliopsida,Violaceae,Viola,parviflora,,
Magnoliopsida,Violaceae,Viola,reichenbachiana,,Early dog-violet
Magnoliopsida,Violaceae,Viola,riviniana,Violeta de perro,Common dog-violet
Magnoliopsida,Violaceae,Viola,rupestris,,Teesdale violet
Magnoliopsida,Violaceae,Viola,stagnina,,Fen violet
Magnoliopsida,Violaceae,Viola,tricolor,Pensamiento,Wild pansy
Magnoliopsida,Violaceae,Viola,villosa,,
Magnoliopsida,Vitaceae,Vitis,sylvestris,Vid silvestre,Wild grape
Magnoliopsida,Vitaceae,Vitis,vinifera,Vid,Grapevine
Magnoliopsida,Vitaceae,Vitis,vinifera ssp. sylvestris,Vid silvestre,Wild grapevine
Magnoliopsida,Zygophyllaceae,Zephyrina,cartopifolia,,
Magnoliopsida,Zygophyllaceae,Zygophyllum,fabago,Faba bastarda,
Magnoliopsida,Fabaceae,Acacia,dealbata,Mimosa,Silver wattle
Magnoliopsida,Salicaceae,Populus,alba,Álamo blanco,White poplar
Magnoliopsida,Salicaceae,Populus,nigra,Chopo,Black poplar
Magnoliopsida,Salicaceae,Salix,alba,Sauce blanco,White willow
Magnoliopsida,Salicaceae,Salix,atrocinerea,Sauce ceniciento,Grey willow
Magnoliopsida,Tamaricaceae,Tamarix,africana,Taray,African tamarisk
Magnoliopsida,Tamaricaceae,Tamarix,gallica,Tamarisco,French tamarisk
Magnoliopsida,Cistaceae,Cistus,ladanifer,Jara pringosa,Gum rockrose
Magnoliopsida,Cistaceae,Cistus,salviifolius,Jaguarzo morisco,Sage-leaved rockrose
Magnoliopsida,Anacardiaceae,Pistacia,lentiscus,Lentisco,Mastic tree
Magnoliopsida,Anacardiaceae,Pistacia,terebinthus,Cornicabra,Turpentine tree
Magnoliopsida,Oleaceae,Phillyrea,angustifolia,Labiérnago,Narrow-leaved mock privet
Liliopsida,Poaceae,Arundo,donax,Caña común,Giant reed
Magnoliopsida,Brassicaceae,Brassica,rapa,Nabo,Turnip
Magnoliopsida,Fabaceae,Ceratonia,siliqua,Algarrobo,Carob tree
Magnoliopsida,Cucurbitaceae,Citrullus,lanatus,Sandía,Watermelon
Magnoliopsida,Rutaceae,Citrus,medica,Cidra,Citron
Magnoliopsida,Rutaceae,Citrus,paradisi,Pomelo,Grapefruit
Liliopsida,Iridaceae,Crocus,sativus,Azafrán,Saffron
Magnoliopsida,Rosaceae,Cydonia,oblonga,Membrillo,Quince
Liliopsida,Zingiberaceae,Elettaria,cardamomum,Cardamomo,Green cardamom
Magnoliopsida,Lythraceae,Lawsonia,inermis,Henna,Henna
Magnoliopsida,Fabaceae,Lupinus,albus,Altramuz blanco,White lupin
Magnoliopsida,Rosaceae,Malus,domestica,Manzano,Apple
Magnoliopsida,Rosaceae,Mespilus,germanica,Níspero,Medlar
Liliopsida,Poaceae,Panicum,miliaceum,Mijo,Proso millet
Magnoliopsida,Fabaceae,Phaseolus,vulgaris,Judía,Common bean
Magnoliopsida,Fabaceae,Pisum,sativum,Guisante,Pea
Magnoliopsida,Lythraceae,Punica,granatum,Granado,Pomegranate
Liliopsida,Poaceae,Saccharum,officinarum,Caña de azúcar,Sugarcane
Magnoliopsida,Amaranthaceae,Spinacia,oleracea,Espinaca,Spinach
Liliopsida,Amaryllidaceae,Allium,cepa,Cebolla,Onion
Pinopsida,Cupressaceae,Tetraclinis,articulata,Araar,Sandarac tree
Magnoliopsida,Oleaceae,Olea,europaea var. sylvestris,Acebuche,Wild olive
